time Ax Ay Az Gx Gy Gz
20 0.0318825 9.85086846 -0.17798283 0.060778 0.066601 0.075115
40 0.058977720000000004 9.87452037 -0.14265702 0.053271000000000006 0.050678 0.067605
60 0.02080701 9.847121040000001 -0.11915226000000001 0.038373 0.042276 0.05042
80 0.01601973 9.88125003 -0.09370512 0.027772 0.042373 0.035391000000000006
100 0.045802890000000006 9.894719160000001 -0.08622009 0.017156 0.043518 0.024633
120 0.03517866 9.91269108 -0.06990606 0.004372999999999999 0.038275 0.014937
140 0.03382488 9.939335040000001 -0.05658408 -0.009492 0.02984 0.005237
160 -0.00673947 9.91568313 -0.01257642 -0.022294 0.021396 -0.0033880000000000004
180 -0.015568470000000001 9.873765 0.01227231 -0.029786 0.008669 -0.010901
200 0.03771945 9.840234420000002 0.029783160000000003 -0.033034 -0.008338 -0.017312
220 0.07199559 9.855057330000001 0.06945480000000001 -0.029906 -0.026451 -0.019403
240 0.07125002999999999 9.86089428 0.09759969 -0.023572 -0.041387 -0.01934
260 0.04041720000000001 9.839783160000001 0.08322804 -0.016137000000000002 -0.047809 -0.018211
280 0.01721655 9.80550702 0.06256818 -0.009765 -0.049978 -0.013891
300 0.03547296 9.82990449 0.07589016 -0.005507 -0.051063 -0.012792
320 0.03248091 9.8535564 0.06196977000000001 -0.004445 -0.051071 -0.011716
340 0.0865242 9.86658408 0.08188407 -0.001215 -0.04363 -0.010635
360 0.10088604 9.84008727 0.04340925 0.000971 -0.03298 -0.011701
380 0.1130112 9.86942898 0.06256818 -1.9e-05 -0.020176 -0.015998
400 0.13262139 9.896524200000002 0.08172711 6.7e-05 -0.006306 -0.021356
420 0.11197134000000002 9.92810259 0.10358379000000001 -0.003062 0.00544 -0.025666
440 0.08023599000000001 9.893973599999999 0.09116433 -0.010443 0.018275 -0.032143
460 0.05852646 9.86014872 0.07574300999999999 -0.018878 0.031126 -0.041832
480 0.01542132 9.839940120000001 0.10298538000000002 -0.029489 0.038641 -0.047257
500 0.02604555 9.88020036 0.12618603 -0.041162 0.044043 -0.055891
520 0.004640130000000001 9.869880240000002 0.12469491 -0.048592 0.045164 -0.063422
540 -0.038621970000000005 9.881397179999999 0.12319398000000001 -0.050711 0.045184 -0.06664199999999999
560 -0.07454619 9.893973599999999 0.13861530000000005 -0.051802 0.040923 -0.065576
580 -0.08562168 9.879758910000001 0.14220576000000001 -0.04862 0.037711 -0.064481
600 -0.11166723 9.872872290000002 0.13546629000000002 -0.043324 0.037659 -0.055898
620 -0.11331531000000002 9.86134554 0.14833701000000002 -0.032694 0.038648 -0.046211
640 -0.08831943 9.83484873 0.10148445 -0.01782 0.036419 -0.034354
660 -0.08532738000000001 9.844727400000002 0.10807677000000002 -0.002927 0.037389 -0.023569
680 -0.09490194 9.85295799 0.10777265999999999 0.011951 0.038347000000000006 -0.00958
700 -0.07320222000000003 9.84053853 0.09759969 0.024701 0.038255 0.0022600000000000003
720 -0.10014048 9.84398184 0.0782838 0.036412 0.036071 0.005549
740 -0.08023599000000001 9.82466595 0.06002739000000001 0.039575 0.027538 0.005582
760 -0.050590170000000004 9.84262806 0.04909905 0.038493 0.021163 0.002378
780 -0.059428980000000006 9.84262806 0.03967164 0.032102 0.019071 -0.001937
